"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"Massage Therapist job at Rwanda Ultimate Golf Course","https://www.greatrwandajobs.com/jobs/job-detail/job-Massage-Therapist-job-at-Rwanda-Ultimate-Golf-Course-38067","Full-Time","Junior Job/ Fresh Graduate/ Entry Level","Posted: 52 Days Ago",2024-09-20,"Kigali","Massage Therapist job at Rwanda Ultimate Golf Course","Rwanda Ultimate Golf Course","Inactive"
"Professional Training for Cisco Certified Network Associate (CCNA 200 – 231) tender at Deso IT Lab","https://www.greatrwandajobs.com/jobs/job-detail/job-Professional-Training-for-Cisco-Certified-Network-Associate-CCNA-200-–-231-tender-at-Deso-IT-Lab-38066","Full-Time","Tenders in Rwanda","Posted: 52 Days Ago",2024-09-23,"Kigali","Professional Training for Cisco Certified Network Associate (CCNA 200 – 231) tender at Deso IT Lab","Deso IT Lab","Inactive"
"Electrical Supervisor job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Electrical-Supervisor-job-at-Rutongo-Mines-Ltd-38065","Full-Time","Engineering","Posted: 52 Days Ago",2024-09-20,"Kigali","Electrical Supervisor job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"Consultancy to Conduct Boot Camp Services to Hanga Pitchfest 2024 Applicants tender at Rwanda ICT Chamber","https://www.greatrwandajobs.com/jobs/job-detail/job-Consultancy-to-Conduct-Boot-Camp-Services-to-Hanga-Pitchfest-2024-Applicants-tender-at-Rwanda-ICT-Chamber-38064","Full-Time","Consultant/ Contractual","Posted: 52 Days Ago",2024-09-30,"Kigali","Consultancy to Conduct Boot Camp Services to Hanga Pitchfest 2024 Applicants tender at Rwanda ICT Chamber","Rwanda ICT Chamber","Inactive"
"Construction Supervisor job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Construction-Supervisor-job-at-Rutongo-Mines-Ltd-38063","Full-Time","Management","Posted: 52 Days Ago",2024-09-20,"Kigali","Construction Supervisor job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"HR Officer job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-HR-Officer-job-at-Rutongo-Mines-Ltd-38062","Full-Time","Human Resource","Posted: 52 Days Ago",2024-09-20,"Kigali","HR Officer job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"Fitter Supervisor job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Fitter-Supervisor-job-at-Rutongo-Mines-Ltd-38061","Full-Time","Engineering","Posted: 52 Days Ago",2024-09-20,"Kigali","Fitter Supervisor job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"Mechanical Maintenance Supervisor job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Mechanical-Maintenance-Supervisor-job-at-Rutongo-Mines-Ltd-38060","Full-Time","Engineering","Posted: 52 Days Ago",2024-09-20,"Kigali","Mechanical Maintenance Supervisor job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"Welding Supervisor job at Rutongo Mines Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Welding-Supervisor-job-at-Rutongo-Mines-Ltd-38059","Full-Time","Management","Posted: 52 Days Ago",2024-09-20,"Kigali","Welding Supervisor job at Rutongo Mines Ltd","Rutongo Mines Ltd","Inactive"
"Finance Manager job at Right To Play Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-Manager-job-at-Right-To-Play-Rwanda-38058","Full-Time","Accounting/ Finance","Posted: 52 Days Ago",2024-10-13,"Kigali","Finance Manager job at Right To Play Rwanda","Right To Play Rwanda","Inactive"
"Cluster Accountant job at World Vision International Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Cluster-Accountant-job-at-World-Vision-International-Rwanda-38057","Full-Time","Accounting/ Finance","Posted: 52 Days Ago",2024-09-28,"Kigali","Cluster Accountant job at World Vision International Rwanda","World Vision International Rwanda","Inactive"
"Finance and Administration Manager job at UNABU (Umuryango Nyarwanda w'Abagore Bafite Ubumuga)","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-and-Administration-Manager-job-at-UNABU-Umuryango-Nyarwanda-w39;Abagore-Bafite-Ubumuga-38056","Full-Time","Accounting/ Finance","Posted: 52 Days Ago",2024-09-25,"Kigali","Finance and Administration Manager job at UNABU (Umuryango Nyarwanda w'Abagore Bafite Ubumuga)","UNABU (Umuryango Nyarwanda w'Abagore Bafite Ubumuga)","Inactive"
"Country Director job at Willows International (WI)","https://www.greatrwandajobs.com/jobs/job-detail/job-Country-Director-job-at-Willows-International-WI-38055","Full-Time","Management","Posted: 52 Days Ago",2024-10-15,"Kigali","Country Director job at Willows International (WI)","Willows International (WI)","Inactive"
"Academic Programs Coordinator job at King Faisal Hospital Rwanda Foundation (KFHRF)","https://www.greatrwandajobs.com/jobs/job-detail/job-Academic-Programs-Coordinator-job-at-King-Faisal-Hospital-Rwanda-Foundation-KFHRF-38054","Full-Time","Administrative","Posted: 52 Days Ago",2024-09-27,"Kigali","Academic Programs Coordinator job at King Faisal Hospital Rwanda Foundation (KFHRF)","King Faisal Hospital Rwanda Foundation (KFHRF)","Inactive"
"Supply and Install Rainwater Harvesting Tanks in Gisagara District tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-Install-Rainwater-Harvesting-Tanks-in-Gisagara-District-tender-at-DUHAMIC-ADRI-38053","Full-Time","Tenders in Rwanda","Posted: 52 Days Ago",2024-09-20,"Kigali","Supply and Install Rainwater Harvesting Tanks in Gisagara District tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"Become the business owner of Kumwe Hub’s new Second-Generation Health Post tender at Save the Children","https://www.greatrwandajobs.com/jobs/job-detail/job-Become-the-business-owner-of-Kumwe-Hub’s-new-Second-Generation-Health-Post-tender-at-Save-the-Children-38052","Full-Time","Tenders in Rwanda","Posted: 52 Days Ago",2024-09-22,"Kigali","Become the business owner of Kumwe Hub’s new Second-Generation Health Post tender at Save the Children","Save the Children","Inactive"
"Event management and production services tender at The umbrella of Organizations of Persons with disabilities in the fight against HIV/AIDs and for health promotion (UPHLS)","https://www.greatrwandajobs.com/jobs/job-detail/job-Event-management-and-production-services-tender-at-The-umbrella-of-Organizations-of-Persons-with-disabilities-in-the-fight-against-HIVAIDs-and-for-health-promotion-UPHLS-38051","Full-Time","Tenders in Rwanda","Posted: 52 Days Ago",2024-09-25,"Kigali","Event management and production services tender at The umbrella of Organizations of Persons with disabilities in the fight against HIV/AIDs and for health promotion (UPHLS)","The umbrella of Organizations of Persons with disabilities in the fight against HIV/AIDs and for health promotion (UPHLS)","Inactive"
"Market Systems Director job at MarketShare Associates","https://www.greatrwandajobs.com/jobs/job-detail/job-Market-Systems-Director-job-at-MarketShare-Associates-38050","Full-Time","Management","Posted: 56 Days Ago",2024-09-30,"Kigali","Market Systems Director job at MarketShare Associates","MarketShare Associates","Inactive"
"Communications Intern job at Sustainable Growers Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Communications-Intern-job-at-Sustainable-Growers-Rwanda-38049","Full-Time","Internships/ Trainee","Posted: 56 Days Ago",2024-09-20,"Kigali","Communications Intern job at Sustainable Growers Rwanda","Sustainable Growers Rwanda","Inactive"
"SGR Program Director job at Sustainable Growers Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-SGR-Program-Director-job-at-Sustainable-Growers-Rwanda-38048","Full-Time","Management","Posted: 56 Days Ago",2024-09-20,"Kigali","SGR Program Director job at Sustainable Growers Rwanda","Sustainable Growers Rwanda","Inactive"
"Disaster Recovery Site Equipments tender at Goshen Finance PLC","https://www.greatrwandajobs.com/jobs/job-detail/job-Disaster-Recovery-Site-Equipments-tender-at-Goshen-Finance-PLC-38047","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-09-19,"Kigali","Disaster Recovery Site Equipments tender at Goshen Finance PLC","Goshen Finance PLC","Inactive"
"Digital Facilitators job at Prison Fellowship Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Digital-Facilitators-job-at-Prison-Fellowship-Rwanda-38046","Full-Time","Education/ Academic/ Teaching","Posted: 56 Days Ago",2024-09-19,"Kigali","Digital Facilitators job at Prison Fellowship Rwanda","Prison Fellowship Rwanda","Inactive"
"3 Legal Officers job at Prison Fellowship Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-3-Legal-Officers-job-at-Prison-Fellowship-Rwanda-38045","Full-Time","Legal","Posted: 56 Days Ago",2024-09-19,"Kicukiro","3 Legal Officers job at Prison Fellowship Rwanda","Prison Fellowship Rwanda","Inactive"
"Translators job at Prison Fellowship Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Translators-job-at-Prison-Fellowship-Rwanda-38044","Full-Time","Education/ Academic/ Teaching","Posted: 56 Days Ago",2024-09-19,"Kicukiro","Translators job at Prison Fellowship Rwanda","Prison Fellowship Rwanda","Inactive"
"Driver. job at Prison Fellowship Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver.-job-at-Prison-Fellowship-Rwanda-38043","Full-Time","Logistics/ Transportation/ Procurements","Posted: 56 Days Ago",2024-09-19,"Kicukiro","Driver. job at Prison Fellowship Rwanda","Prison Fellowship Rwanda","Inactive"
"Supply tomato and fresh beans seeds for establishing demonstration during FFBS tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-tomato-and-fresh-beans-seeds-for-establishing-demonstration-during-FFBS-tender-at-DUHAMIC-ADRI-38042","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-19,"Kigali","Supply tomato and fresh beans seeds for establishing demonstration during FFBS tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"To Procure and Distribute Rainwater Harvesting Facilities tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-To-Procure-and-Distribute-Rainwater-Harvesting-Facilities-tender-at-DUHAMIC-ADRI-38041","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-19,"Kigali","To Procure and Distribute Rainwater Harvesting Facilities tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"Procurement of Motorcycles tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Procurement-of-Motorcycles-tender-at-DUHAMIC-ADRI-38040","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-19,"Kigali","Procurement of Motorcycles tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"Advocacy document / 3 advocacy campaigns for living wages in Tea, Mining, and Education sectors& Ratification of ILO Conventions tender at Friedrich-Ebert-Stiftung","https://www.greatrwandajobs.com/jobs/job-detail/job-Advocacy-document-3-advocacy-campaigns-for-living-wages-in-Tea,-Mining,-and-Education-sectors-Ratification-of-ILO-Conventions-tender-at-Friedrich-Ebert-Stiftung-38039","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-23,"Kigali","Advocacy document / 3 advocacy campaigns for living wages in Tea, Mining, and Education sectors& Ratification of ILO Conventions tender at Friedrich-Ebert-Stiftung","Friedrich-Ebert-Stiftung","Inactive"
"Distribution of Brewed Products tender at SKOL Brewery Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Distribution-of-Brewed-Products-tender-at-SKOL-Brewery-Ltd-38038","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-12,"Kigali","Distribution of Brewed Products tender at SKOL Brewery Ltd","SKOL Brewery Ltd","Inactive"
"Programs Manager job at Help a Child Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Programs-Manager-job-at-Help-a-Child-Rwanda-38037","Full-Time","Management","Posted: 56 Days Ago",2024-09-30,"Kigali","Programs Manager job at Help a Child Rwanda","Help a Child Rwanda","Inactive"
"Quotation for Provision of Laundry Services for ISCO Security Guards tender at ISCO","https://www.greatrwandajobs.com/jobs/job-detail/job-Quotation-for-Provision-of-Laundry-Services-for-ISCO-Security-Guards-tender-at-ISCO-38036","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-09-27,"Kigali","Quotation for Provision of Laundry Services for ISCO Security Guards tender at ISCO","ISCO","Inactive"
"Provision of Cloud Solution to Bsc tender at Broadband Systems Corporation Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Cloud-Solution-to-Bsc-tender-at-Broadband-Systems-Corporation-Ltd-38035","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-09-25,"Kigali","Provision of Cloud Solution to Bsc tender at Broadband Systems Corporation Ltd","Broadband Systems Corporation Ltd","Inactive"
"Biology , Chemistry and Linguistics Teachers job at Direct Aid","https://www.greatrwandajobs.com/jobs/job-detail/job-Biology-,-Chemistry-and-Linguistics-Teachers-job-at-Direct-Aid-38034","Full-Time","Education/ Academic/ Teaching","Posted: 56 Days Ago",2024-09-15,"Kigali","Biology , Chemistry and Linguistics Teachers job at Direct Aid","Direct Aid","Inactive"
"Driver job at Direct Aid","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-Direct-Aid-38033","Full-Time","Logistics/ Transportation/ Procurements","Posted: 56 Days Ago",2024-09-18,"Kigali","Driver job at Direct Aid","Direct Aid","Inactive"
"Consultancy Services job at Institute of Policy Analysis and Research (IPAR)","https://www.greatrwandajobs.com/jobs/job-detail/job-Consultancy-Services-job-at-Institute-of-Policy-Analysis-and-Research-IPAR-38032","Full-Time","Consultant/ Contractual","Posted: 56 Days Ago",2024-09-26,"Kigali","Consultancy Services job at Institute of Policy Analysis and Research (IPAR)","Institute of Policy Analysis and Research (IPAR)","Inactive"
"Supply of Maize Sheller & Drying Machine and Their Accessories, and Other Materials tender at Cultivating New Frontiers in Agriculture Feed the Future Hinga Wunguke Activity","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Maize-Sheller-Drying-Machine-and-Their-Accessories,-and-Other-Materials-tender-at-Cultivating-New-Frontiers-in-Agriculture-Feed-the-Future-Hinga-Wunguke-Activity-38031","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-10-06,"Kigali","Supply of Maize Sheller & Drying Machine and Their Accessories, and Other Materials tender at Cultivating New Frontiers in Agriculture Feed the Future Hinga Wunguke Activity","Cultivating New Frontiers in Agriculture Feed the Future Hinga Wunguke Activity","Inactive"
"Supply and Delivery of Animal Feed tender at Heifer International Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-Delivery-of-Animal-Feed-tender-at-Heifer-International-Rwanda-38030","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-09-27,"Kigali","Supply and Delivery of Animal Feed tender at Heifer International Rwanda","Heifer International Rwanda","Inactive"
"Recruitment of an Individual Consultant Firm on the Organic Fertilizer Efficacy Trial tender at Ngali Holdings Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Recruitment-of-an-Individual-Consultant-Firm-on-the-Organic-Fertilizer-Efficacy-Trial-tender-at-Ngali-Holdings-Ltd-38029","Full-Time","Consultant/ Contractual","Posted: 56 Days Ago",2024-09-20,"Kigali","Recruitment of an Individual Consultant Firm on the Organic Fertilizer Efficacy Trial tender at Ngali Holdings Ltd","Ngali Holdings Ltd","Inactive"
"Hiring a Consultant/consultancy Firm tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Hiring-a-Consultantconsultancy-Firm-tender-at-DUHAMIC-ADRI-38028","Full-Time","Consultant/ Contractual","Posted: 56 Days Ago",2024-09-25,"Kigali","Hiring a Consultant/consultancy Firm tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"Request for Quotation (RFQ) for the printing of USAID Gikuriro Kuri Bose SBC tools tender at Three Stones International Rwanda Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Request-for-Quotation-RFQ-for-the-printing-of-USAID-Gikuriro-Kuri-Bose-SBC-tools-tender-at-Three-Stones-International-Rwanda-Ltd-38027","Full-Time","Tenders in Rwanda","Posted: 56 Days Ago",2024-09-17,"Kigali","Request for Quotation (RFQ) for the printing of USAID Gikuriro Kuri Bose SBC tools tender at Three Stones International Rwanda Ltd","Three Stones International Rwanda Ltd","Inactive"
"Driver job at Good Neighbors International","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-Good-Neighbors-International-38026","Full-Time","Logistics/ Transportation/ Procurements","Posted: 56 Days Ago",2024-09-20,"Kigali","Driver job at Good Neighbors International","Good Neighbors International","Inactive"
"Director of Administration and Finance job at karongi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Administration-and-Finance-job-at-karongi-district-37973","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Director of Administration and Finance job at karongi district","karongi district","Inactive"
"Secretary and Customer Care job at kayonza district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-Care-job-at-kayonza-district-37911","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Kayonza","Secretary and Customer Care job at kayonza district","kayonza district","Inactive"
"Land, Infrastructures, Habitat and Community settlement Officer job at nyabihu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Land,-Infrastructures,-Habitat-and-Community-settlement-Officer-job-at-nyabihu-district-37944","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Land, Infrastructures, Habitat and Community settlement Officer job at nyabihu district","nyabihu district","Inactive"
"Infrastructure Maintenance Officer A1/A0 job at nyabihu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Infrastructure-Maintenance-Officer-A1A0-job-at-nyabihu-district-37953","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Musanze","Infrastructure Maintenance Officer A1/A0 job at nyabihu district","nyabihu district","Inactive"
"Cashier  job at nyabihu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Cashier-job-at-nyabihu-district-37960","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Nyabihu","Cashier  job at nyabihu district","nyabihu district","Inactive"
"Secretary and Customer Care job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-Care-job-at-nyagatare-district-37970","Full-Time","Customer Service","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Secretary and Customer Care job at nyagatare district","nyagatare district","Inactive"
"Human Resources and Salaries Officer job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Human-Resources-and-Salaries-Officer-job-at-nyagatare-district-37974","Full-Time","Human Resource","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Human Resources and Salaries Officer job at nyagatare district","nyagatare district","Inactive"
"Accountant job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-nyagatare-district-37975","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Accountant job at nyagatare district","nyagatare district","Inactive"
"Civil registration and Notary job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Civil-registration-and-Notary-job-at-nyagatare-district-37976","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Civil registration and Notary job at nyagatare district","nyagatare district","Inactive"
"Land, Infrastructures, Habitat and Community settlement Officer job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Land,-Infrastructures,-Habitat-and-Community-settlement-Officer-job-at-nyagatare-district-37977","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Land, Infrastructures, Habitat and Community settlement Officer job at nyagatare district","nyagatare district","Inactive"
"Data Management Officer job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Management-Officer-job-at-nyagatare-district-37979","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Data Management Officer job at nyagatare district","nyagatare district","Inactive"
"Executive Secretary job at nyagatare district","https://www.greatrwandajobs.com/jobs/job-detail/job-Executive-Secretary-job-at-nyagatare-district-37980","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Nyagatare","Executive Secretary job at nyagatare district","nyagatare district","Inactive"
"Health and Sanitation Officer job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Health-and-Sanitation-Officer-job-at-gicumbi-district-37934","Full-Time","Health/ Medicine","Posted: 57 Days Ago",2024-09-26,"Kirehe","Health and Sanitation Officer job at gicumbi district","gicumbi district","Inactive"
"Executive Secretary job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Executive-Secretary-job-at-gicumbi-district-37965","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Executive Secretary job at gicumbi district","gicumbi district","Inactive"
"Socio-Economic Development Officer job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Socio-Economic-Development-Officer-job-at-gicumbi-district-37966","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Socio-Economic Development Officer job at gicumbi district","gicumbi district","Inactive"
"Director of OSC and Land Notary job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-OSC-and-Land-Notary-job-at-gicumbi-district-37968","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Director of OSC and Land Notary job at gicumbi district","gicumbi district","Inactive"
"Legal advisor & Notary job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Legal-advisor-Notary-job-at-gicumbi-district-37969","Full-Time","Legal","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Legal advisor & Notary job at gicumbi district","gicumbi district","Inactive"
"Civil Registration and Notary job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Civil-Registration-and-Notary-job-at-gicumbi-district-37971","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Civil Registration and Notary job at gicumbi district","gicumbi district","Inactive"
"Social Affairs Officer job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Affairs-Officer-job-at-gicumbi-district-37972","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Social Affairs Officer job at gicumbi district","gicumbi district","Inactive"
"Secretary and Customer care Officer job at gicumbi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-care-Officer-job-at-gicumbi-district-37982","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Gicumbi","Secretary and Customer care Officer job at gicumbi district","gicumbi district","Inactive"
"Health and Sanitation Officer job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Health-and-Sanitation-Officer-job-at-bugesera-district-37899","Full-Time","Health/ Medicine","Posted: 57 Days Ago",2024-09-26,"Bugesera","Health and Sanitation Officer job at bugesera district","bugesera district","Inactive"
"Data Management Officer job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Management-Officer-job-at-bugesera-district-37900","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Bugesera","Data Management Officer job at bugesera district","bugesera district","Inactive"
"Secretary and Customer Care job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-Care-job-at-bugesera-district-37901","Full-Time","Customer Service","Posted: 57 Days Ago",2024-09-26,"Bugesera","Secretary and Customer Care job at bugesera district","bugesera district","Inactive"
"Finance and Administration Officer job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-and-Administration-Officer-job-at-bugesera-district-37906","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Bugesera","Finance and Administration Officer job at bugesera district","bugesera district","Inactive"
"Local Revenue Collection & Inspection Officer job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Local-Revenue-Collection-Inspection-Officer-job-at-bugesera-district-37907","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Bugesera","Local Revenue Collection & Inspection Officer job at bugesera district","bugesera district","Inactive"
"Executive Secretary job at bugesera district","https://www.greatrwandajobs.com/jobs/job-detail/job-Executive-Secretary-job-at-bugesera-district-37908","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Bugesera","Executive Secretary job at bugesera district","bugesera district","Inactive"
"Land Infrastructure, Habitat and Community Settlement Officer job at kamonyi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Land-Infrastructure,-Habitat-and-Community-Settlement-Officer-job-at-kamonyi-district-38022","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kamonyi","Land Infrastructure, Habitat and Community Settlement Officer job at kamonyi district","kamonyi district","Inactive"
"Start-Up Development officer job at kamonyi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Start-Up-Development-officer-job-at-kamonyi-district-38023","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kamonyi","Start-Up Development officer job at kamonyi district","kamonyi district","Inactive"
"Constituency Affairs Officer job at kamonyi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Constituency-Affairs-Officer-job-at-kamonyi-district-38024","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kamonyi","Constituency Affairs Officer job at kamonyi district","kamonyi district","Inactive"
"Road Development and Maintenance Engineer job at kamonyi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Road-Development-and-Maintenance-Engineer-job-at-kamonyi-district-38025","Full-Time","Engineering","Posted: 57 Days Ago",2024-09-26,"Kamonyi","Road Development and Maintenance Engineer job at kamonyi district","kamonyi district","Inactive"
"Building Inspector job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Building-Inspector-job-at-kirehe-district-37919","Full-Time","Engineering","Posted: 57 Days Ago",2024-09-26,"Kirehe","Building Inspector job at kirehe district","kirehe district","Inactive"
"Statistician job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Statistician-job-at-kirehe-district-37920","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kirehe","Statistician job at kirehe district","kirehe district","Inactive"
"Start-Up Development officer job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Start-Up-Development-officer-job-at-kirehe-district-37921","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kirehe","Start-Up Development officer job at kirehe district","kirehe district","Inactive"
"Start-Up Development officer job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Start-Up-Development-officer-job-at-kirehe-district-37922","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kirehe","Start-Up Development officer job at kirehe district","kirehe district","Inactive"
"Finance and Administration Officer job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-and-Administration-Officer-job-at-kirehe-district-37923","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Kirehe","Finance and Administration Officer job at kirehe district","kirehe district","Inactive"
"Accountant job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-kirehe-district-37924","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Kirehe","Accountant job at kirehe district","kirehe district","Inactive"
"Head of Central Secretariat job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Head-of-Central-Secretariat-job-at-kirehe-district-37925","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Kirehe","Head of Central Secretariat job at kirehe district","kirehe district","Inactive"
"Civil Registration and Notary job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Civil-Registration-and-Notary-job-at-kirehe-district-37928","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kirehe","Civil Registration and Notary job at kirehe district","kirehe district","Inactive"
"Director of Finance job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Finance-job-at-kirehe-district-37931","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Kirehe","Director of Finance job at kirehe district","kirehe district","Inactive"
